Aafrika	アフリカ
Kategooria:Surnud 53	Category:53年没
Kategooria:Surnud 54	Category:54年没
Kategooria:56	Category:56年
Kategooria:57	Category:57年
Kategooria:59	Category:59年
Kategooria:Itaalia filmid	Category:イタリアの映画作品
Kategooria:62	Category:62年
Mall:ARM	Template:アルメニアの地方行政区画
Kategooria:68	Category:68年
Kategooria:Surnud 68	Category:68年没
Kategooria:70	Category:70年
Kategooria:72	Category:72年
Kategooria:74	Category:74年
Kategooria:Sündinud 76	Category:76年生
Kategooria:77	Category:77年
Kategooria:79	Category:79年
Kategooria:81	Category:81年
Kategooria:83	Category:83年
Kategooria:Muusikud	Category:音楽家
Kategooria:86	Category:86年
Kategooria:1981. aasta filmid	Category:1981年の映画
Kategooria:88	Category:88年
Kategooria:Kurdid	Category:クルド人
Kategooria:90	Category:90年
Kategooria:91	Category:91年
Kategooria:92	Category:92年
Kategooria:94	Category:94年
Kategooria:Surnud 98	Category:98年没
Kategooria:Sündinud 101	Category:101年生
Kategooria:102	Category:102年
Kategooria:104	Category:104年
Kategooria:322 eKr	Category:紀元前322年
Kategooria:105	Category:105年
Kategooria:107	Category:107年
Kategooria:110	Category:110年
Kategooria:113	Category:113年
Kategooria:114	Category:114年
Kategooria:115	Category:115年
Indiana Ülikool	インディアナ大学システム
Kategooria:116	Category:116年
Kategooria:118	Category:118年
Kategooria:119	Category:119年
Kategooria:121	Category:121年
Kategooria:124	Category:124年
Kategooria:Elbe jõgikond	Category:エルベ川水系
Kategooria:125	Category:125年
Kategooria:126	Category:126年
Kategooria:128	Category:128年
Kategooria:129	Category:129年
Kategooria:Sündinud 129	Category:129年生
Kategooria:130	Category:130年
Kategooria:132	Category:132年
Kategooria:Sündinud 133	Category:133年生
Kategooria:135	Category:135年
Kategooria:137	Category:137年
Kategooria:139	Category:139年
Kategooria:Sündinud 140	Category:140年生
Kategooria:142	Category:142年
Kategooria:144	Category:144年
Kategooria:146	Category:146年
Mall:Keel	Template:Lang
Kategooria:Sündinud 147	Category:147年生
Kategooria:148	Category:148年
Kategooria:Jaapani kirjandus	Category:日本文学
Kategooria:150	Category:150年
Kategooria:152	Category:152年
Kategooria:154	Category:154年
Kategooria:Sündinud 155	Category:155年生
Kategooria:157	Category:157年
Kategooria:Sündinud 158	Category:158年生
Kategooria:160	Category:160年
Kategooria:Sündinud 161	Category:161年生
Kategooria:163	Category:163年
Kategooria:Saksamaa ujujad	Category:ドイツの競泳選手
Kategooria:Venemaa ujujad	Category:ロシアの競泳選手
Kategooria:165	Category:165年
Kategooria:167	Category:167年
Kategooria:Bulgaaria kultuur	Category:ブルガリアの文化
Kategooria:Gambia inimesed	Category:ガンビアの人物
Kategooria:169	Category:169年
Kategooria:170	Category:170年
Kategooria:172	Category:172年
Kategooria:Piiramised	Category:包囲戦
Kategooria:174	Category:174年
Kategooria:Surnud 175	Category:175年没
Kategooria:Araabia Ühendemiraatide geograafia	Category:アラブ首長国連邦の地理
Kategooria:177	Category:177年
Kategooria:Araabia Ühendemiraatide emiraadid	Category:アラブ首長国連邦の首長国
Kategooria:178	Category:178年
Kategooria:179	Category:179年
Kategooria:Ameerika Ühendriikide kunstnikud	Category:アメリカ合衆国の画家
Kategooria:Surnud 1969	Category:1969年没
Kategooria:181	Category:181年
Kategooria:Kunstnikud riigiti	Category:各国の美術家
Kategooria:183	Category:183年
Kategooria:Maalikunstnikud	Category:画家
Kategooria:185	Category:185年
Kategooria:Sündinud 1881	Category:1881年生
Kategooria:Sündinud 186	Category:186年生
Kategooria:187	Category:187年
Kategooria:189	Category:189年
Mall:UEFA meeskonnad	Template:ヨーロッパのサッカーナショナルチーム
Kategooria:Surnud 189	Category:189年没
Kategooria:Sündinud 190	Category:190年生
Kategooria:191	Category:191年
Kategooria:Sündinud 192	Category:192年生
Kategooria:Surnud 193	Category:193年没
Kategooria:Surnud 194	Category:194年没
Kategooria:197	Category:197年
Kategooria:Islandi kirjanikud	Category:アイスランドの著作家
Kategooria:198	Category:198年
Kategooria:Sündinud 199	Category:199年生
Kategooria:200	Category:200年
Kategooria:Surnud 200	Category:200年没
Kategooria:Sündinud 201	Category:201年生
Kategooria:202	Category:202年
Kategooria:Sündinud 204	Category:204年生
Kategooria:205	Category:205年
Kategooria:206	Category:206年
Kategooria:Sündinud 207	Category:207年生
Kategooria:Madrid	Category:マドリード
Kategooria:208	Category:208年
Kategooria:Sündinud 209	Category:209年生
Vikipeedia:Piltide kasutamine	Wikipedia:画像利用の方針
Kategooria:212	Category:212年
Kategooria:Sündinud 213	Category:213年生
Kategooria:214	Category:214年
Kategooria:Sündinud 217	Category:217年生
Kategooria:Sündinud 218	Category:218年生
Kategooria:219	Category:219年
Kategooria:221	Category:221年
Kategooria:223	Category:223年
Kategooria:Atlandi ookeani väinad	Category:大西洋の海峡
Kategooria:Sündinud 224	Category:224年生
Kategooria:227	Category:227年
Kategooria:230	Category:230年
Kategooria:Merebioloogia	Category:海洋生物学
Kategooria:232	Category:232年
Kategooria:Korvpalli maailmameistrivõistlused	Category:FIBAバスケットボール・ワールドカップ
Kategooria:234	Category:234年
Kategooria:236	Category:236年
Kategooria:Surnud 236	Category:236年没
Kategooria:238	Category:238年
Kategooria:Hüdroelektrijaamad	Category:水力発電所
Kategooria:Sõjaväelased	Category:軍人
Kategooria:240	Category:240年
Kategooria:241	Category:241年
Kategooria:243	Category:243年
Kategooria:Sündinud 245	Category:245年生
Kategooria:246	Category:246年
Kategooria:248	Category:248年
Kategooria:Sündinud 250	Category:250年生
Kategooria:251	Category:251年
Kategooria:Sündinud 253	Category:253年生
Kategooria:254	Category:254年
Kategooria:1969. aasta filmid	Category:1969年の映画
Kategooria:Surnud 254	Category:254年没
Kategooria:Sündinud 255	Category:255年生
Kategooria:256	Category:256年
Kategooria:Sündinud 257	Category:257年生
Kategooria:258	Category:258年
Kohalik omavalitsus	地方自治
Kategooria:Surnud 258	Category:258年没
Kategooria:Sündinud 259	Category:259年生
Kategooria:Surnud 260	Category:260年没
Kategooria:265	Category:265年
Kategooria:Surnud 265	Category:265年没
Kategooria:Nukleotiidid	Category:ヌクレオチド
Kategooria:267	Category:267年
Kategooria:269	Category:269年
Kategooria:Surnud 269	Category:269年没
Kategooria:Sündinud 270	Category:270年生
Kategooria:271	Category:271年
Kategooria:Surnud 271	Category:271年没
Kategooria:Sündinud 272	Category:272年生
Kategooria:273	Category:273年
Kategooria:Surnud 273	Category:273年没
Kategooria:Sündinud 274	Category:274年生
Kategooria:275	Category:275年
Kategooria:Surnud 275	Category:275年没
Kategooria:Sündinud 276	Category:276年生
Kategooria:277	Category:277年
Kategooria:Surnud 277	Category:277年没
Kategooria:Sündinud 278	Category:278年生
Kategooria:279	Category:279年
Kategooria:Surnud 279	Category:279年没
Kategooria:Hiina kirjanikud	Category:中国の著作家
Mall:VokaalidIPA	Template:母音
Kategooria:282	Category:282年
Kategooria:Surnud 282	Category:282年没
Kategooria:284	Category:284年
Kategooria:Surnud 284	Category:284年没
Kategooria:286	Category:286年
Kategooria:288	Category:288年
Kategooria:290	Category:290年
Kategooria:293	Category:293年
Kategooria:Surnud 293	Category:293年没
Kategooria:Programmeerijad	Category:プログラマ
Kategooria:296	Category:296年
Kategooria:Surnud 296	Category:296年没
Kategooria:299	Category:299年
Kategooria:301	Category:301年
Kategooria:Kergejõustiku mitmevõistlus	Category:混成競技
Kategooria:303	Category:303年
Kategooria:Sündinud 303	Category:303年生
Kategooria:304	Category:304年
Kategooria:Surnud 304	Category:304年没
Kategooria:Ungari kirjanikud	Category:ハンガリーの著作家
Kategooria:München	Category:ミュンヘン
Kategooria:307	Category:307年
Kategooria:Surnud 307	Category:307年没
Kategooria:310	Category:310年
Kategooria:Surnud 310	Category:310年没
Kategooria:312	Category:312年
Kategooria:Surnud 312	Category:312年没
Kategooria:314	Category:314年
Kategooria:Iirimaa lauljad	Category:アイルランドの歌手
Kategooria:Surnud 314	Category:314年没
Kategooria:Surnud 316	Category:316年没
Kategooria:Sündinud 317	Category:317年生
Kategooria:Liudikulaadsed	Category:チャワンタケ目
Kategooria:Hukkamisviisid	Category:処刑方法
Kategooria:319	Category:319年
Kategooria:Vene muusika	Category:ロシアの音楽
Kategooria:321	Category:321年
Kategooria:323	Category:323年
Kategooria:Surnud 325	Category:325年没
Kategooria:Surnud 326	Category:326年没
Kategooria:328	Category:328年
Kategooria:330	Category:330年
Kategooria:333	Category:333年
Kategooria:335	Category:335年
Kategooria:Sündinud 336	Category:336年生
Kategooria:337	Category:337年
Kategooria:Surnud 337	Category:337年没
Kategooria:339	Category:339年
Kategooria:Surnud 340	Category:340年没
Kategooria:343	Category:343年
Kategooria:Surnud 343	Category:343年没
Kategooria:345	Category:345年
Kategooria:347	Category:347年
Kategooria:Toompuu	Category:サクラ属
Kategooria:350	Category:350年
Kategooria:Surnud 353	Category:353年没
Kategooria:Sündinud 354	Category:354年生
Kategooria:355	Category:355年
Kategooria:356	Category:356年
Kategooria:358	Category:358年
Kategooria:Sündinud 359	Category:359年生
Kategooria:360	Category:360年
Kategooria:361	Category:361年
Kategooria:Surnud 361	Category:361年没
Kategooria:364	Category:364年
Kategooria:367	Category:367年
Kategooria:370	Category:370年
Kategooria:372	Category:372年
Kategooria:373	Category:373年
Kategooria:Lõuna-Korea mäed	Category:大韓民国の山
Kategooria:Surnud 373	Category:373年没
Mall:Brasiilia - 2002. aasta FIFA maailmameistrid	Template:2002 FIFAワールドカップブラジル代表
Kategooria:376	Category:376年
Kategooria:Surnud 376	Category:376年没
Kategooria:Sündinud 377	Category:377年生
Kategooria:378	Category:378年
Kategooria:Eritrea linnad	Category:エリトリアの都市
Kategooria:Sündinud 379	Category:379年生
Kategooria:380	Category:380年
Kategooria:381	Category:381年
Kategooria:Aafrika mäestikud	Category:アフリカの山地
Kategooria:384	Category:384年
Kategooria:386	Category:386年
Kategooria:388	Category:388年
Kategooria:390	Category:390年
Kategooria:392	Category:392年
Kategooria:394	Category:394年
Kategooria:396	Category:396年
Kategooria:398	Category:398年
Kategooria:400	Category:400年
Kategooria:Sündinud 401	Category:401年生
Kategooria:402	Category:402年
Kategooria:404	Category:404年
Kategooria:406	Category:406年
Kategooria:408	Category:408年
Kategooria:Surnud 408	Category:408年没
Kategooria:410	Category:410年
Kategooria:Surnud 410	Category:410年没
Kategooria:412	Category:412年
Kategooria:415	Category:415年
Kategooria:Surnud 415	Category:415年没
Kategooria:417	Category:417年
Kategooria:Surnud 417	Category:417年没
Kategooria:419	Category:419年
Kategooria:421	Category:421年
Kategooria:Surnud 421	Category:421年没
Kategooria:Surnud 422	Category:422年没
Kategooria:424	Category:424年
Kategooria:Surnud 424	Category:424年没
Kategooria:426	Category:426年
Kategooria:Surnud 426	Category:426年没
Kategooria:429	Category:429年
Kategooria:Surnud 429	Category:429年没
Kategooria:Surnud 430	Category:430年没
Kategooria:1986. aasta filmid	Category:1986年の映画
Kategooria:433	Category:433年
Kategooria:435	Category:435年
Kategooria:437	Category:437年
Kategooria:438	Category:438年
Kategooria:439	Category:439年
Kategooria:441	Category:441年
Kategooria:443	Category:443年
Kategooria:445	Category:445年
Kategooria:447	Category:447年
Kategooria:449	Category:449年
Kategooria:451	Category:451年
Kategooria:453	Category:453年
Kategooria:Surnud 453	Category:453年没
Kategooria:Sündinud 454	Category:454年生
Kategooria:Surnud 455	Category:455年没
Kategooria:457	Category:457年
Kategooria:Surnud 457	Category:457年没
Kategooria:459	Category:459年
Kategooria:Surnud 459	Category:459年没
Kategooria:462	Category:462年
Kategooria:464	Category:464年
Kategooria:466	Category:466年
Kategooria:468	Category:468年
Kategooria:Surnud 468	Category:468年没
Kategooria:470	Category:470年
Kategooria:473	Category:473年
Kategooria:475	Category:475年
Kategooria:Nobeli auhinnad	Category:ノーベル賞受賞者
Kategooria:479	Category:479年
Kategooria:Sündinud 480	Category:480年生
Kategooria:Belgia vallad	Category:ベルギーの基礎自治体
Kategooria:481	Category:481年
Kategooria:484	Category:484年
Kategooria:488	Category:488年
Kategooria:490	Category:490年
Kategooria:492	Category:492年
Kategooria:Surnud 492	Category:492年没
Kategooria:494	Category:494年
Kategooria:496	Category:496年
Kategooria:Surnud 496	Category:496年没
Kategooria:Surnud 498	Category:498年没
Kategooria:503	Category:503年
Kategooria:Sündinud 505	Category:505年生
Kategooria:507	Category:507年
Kategooria:509	Category:509年
Kategooria:511	Category:511年
Kategooria:Sündinud 1944	Category:1944年生
Kategooria:Surnud 511	Category:511年没
Kategooria:513	Category:513年
Kategooria:517	Category:517年
Kategooria:520	Category:520年
Kategooria:Sündinud 521	Category:521年生
Kategooria:523	Category:523年
Kategooria:Surnud 523	Category:523年没
Kategooria:525	Category:525年
Kategooria:527	Category:527年
Kategooria:Surnud 527	Category:527年没
Kategooria:529	Category:529年
Kategooria:Surnud 530	Category:530年没
Mall:User ro-1	Template:User ro-1
Kategooria:532	Category:532年
Kategooria:Surnud 532	Category:532年没
Kategooria:535	Category:535年
Kategooria:536	Category:536年
Kategooria:537	Category:537年
Kategooria:Surnud 537	Category:537年没
Kategooria:539	Category:539年
Kategooria:541	Category:541年
Kategooria:543	Category:543年
Kategooria:545	Category:545年
Kategooria:547	Category:547年
Kategooria:549	Category:549年
Kategooria:Sündinud 1932	Category:1932年生
Kategooria:Sündinud 1. sajandil	Category:1世紀生
Kategooria:Sündinud 0. aastatel	Category:0年代生
Kategooria:Sündinud 10. aastatel	Category:10年代生
Kategooria:Sündinud 30. aastatel	Category:30年代生
Kategooria:Sündinud 40. aastatel	Category:40年代生
Kategooria:Sündinud 50. aastatel	Category:50年代生
Kategooria:Sündinud 60. aastatel	Category:60年代生
Kategooria:Sündinud 1934	Category:1934年生
Kategooria:Sündinud 70. aastatel	Category:70年代生
Kategooria:Sündinud 80. aastatel	Category:80年代生
Kategooria:Sündinud 2. sajandil	Category:2世紀生
Kategooria:Sündinud 100. aastatel	Category:100年代生
Kategooria:553	Category:553年
Kategooria:Sündinud 110. aastatel	Category:110年代生
Kategooria:Sündinud 120. aastatel	Category:120年代生
Kategooria:Sündinud 130. aastatel	Category:130年代生
Kategooria:Sündinud 140. aastatel	Category:140年代生
Kategooria:Sündinud 150. aastatel	Category:150年代生
Kategooria:554	Category:554年
Kategooria:Sündinud 160. aastatel	Category:160年代生
Kategooria:Sündinud 164	Category:164年生
Kategooria:Sündinud 1935	Category:1935年生
Kategooria:Sündinud 170. aastatel	Category:170年代生
Kategooria:Sündinud 180. aastatel	Category:180年代生
Kategooria:Sündinud 190. aastatel	Category:190年代生
Kategooria:Sündinud 3. sajandil	Category:3世紀生
Kategooria:Sündinud 200. aastatel	Category:200年代生
Kategooria:Sündinud 210. aastatel	Category:210年代生
Kategooria:Sündinud 211	Category:211年生
Kategooria:Sündinud 220. aastatel	Category:220年代生
Kategooria:Sündinud 230. aastatel	Category:230年代生
Kategooria:Sündinud 240. aastatel	Category:240年代生
Kategooria:Sündinud 250. aastatel	Category:250年代生
Kategooria:556	Category:556年
Kategooria:Sündinud 260. aastatel	Category:260年代生
Kategooria:Sündinud 270. aastatel	Category:270年代生
Kategooria:Sündinud 280. aastatel	Category:280年代生
Kategooria:Sündinud 290. aastatel	Category:290年代生
Kategooria:Sündinud 4. sajandil	Category:4世紀生
Kategooria:Sündinud 300. aastatel	Category:300年代生
Kategooria:Sündinud 310. aastatel	Category:310年代生
Kategooria:Sündinud 320. aastatel	Category:320年代生
Kategooria:Sündinud 330. aastatel	Category:330年代生
Kategooria:Sündinud 340. aastatel	Category:340年代生
Kategooria:Sündinud 350. aastatel	Category:350年代生
Kategooria:558	Category:558年
Kategooria:Sündinud 360. aastatel	Category:360年代生
Kategooria:Sündinud 370. aastatel	Category:370年代生
Kategooria:Sündinud 380. aastatel	Category:380年代生
Kategooria:Sündinud 390. aastatel	Category:390年代生
Kategooria:Sündinud 5. sajandil	Category:5世紀生
Kategooria:Sündinud 400. aastatel	Category:400年代生
