افریقہ	アフリカ
زمرہ:ایشیاء کے پہاڑ	Category:アジアの山
زمرہ:افریقہ کے پہاڑ	Category:アフリカの山
زمرہ:چین کے پہاڑ	Category:中国の山
زمرہ:پاکستان کے پہاڑ	Category:パキスタンの山
زمرہ:نیپال کے پہاڑ	Category:ネパールの山
زمرہ:برما کے پہاڑ	Category:ミャンマーの山
زمرہ:میکسیکو کے پہاڑ	Category:メキシコの山
زمرہ:سویٹزرلینڈ کے پہاڑ	Category:スイスの山
زمرہ:انڈونیشیا کے پہاڑ	Category:インドネシアの山
زمرہ:بھارت کے پہاڑ	Category:インドの山
زمرہ:فرانس کے پہاڑ	Category:フランスの山
زمرہ:یورپ کے آتش فشاں	Category:ヨーロッパの火山
زمرہ:افریقہ کے آتش فشاں	Category:アフリカの火山
زمرہ:ایشیاء کے آتش فشاں	Category:アジアの火山
زمرہ:فعال آتش فشاں	Category:活火山
زمرہ:جاپان کے آتش فشاں	Category:日本の火山
زمرہ:اطالیہ کے آتش فشاں	Category:イタリアの火山
زمرہ:قدیم رومی صوبے	Category:古代ローマの属州
زمرہ:روس کے اوبلاست	Category:ロシア連邦の州
زمرہ:یورپ میں مقامات عالمی ثقافتی ورثہ	Category:ヨーロッパの世界遺産
زمرہ:ایشیاء میں مقامات عالمی ثقافتی ورثہ	Category:アジアの世界遺産
زمرہ:افریقہ میں مقامات عالمی ثقافتی ورثہ	Category:アフリカの世界遺産
زمرہ:اردن میں مقامات عالمی ثقافتی ورثہ	Category:ヨルダンの世界遺産
زمرہ:فرانس میں مقامات عالمی ثقافتی ورثہ	Category:フランスの世界遺産
زمرہ:آلودگی	Category:公害
زمرہ:سپر نووا	Category:超新星
زمرہ:میان حیاتیہ	Category:中生代
زمرہ:نوحیاتی دور	Category:新生代
زمرہ:بحار	Category:大洋
زمرہ:ماسکو	Category:モスクワ
زمرہ:اواسط	Category:平均
زمرہ:مصنع خبیث	Category:マルウェア
زمرہ:مساجد	Category:モスク
زمرہ:ملائیشیا کی مساجد	Category:マレーシアのモスク
زمرہ:چین کی مساجد	Category:中国のモスク
زمرہ:ترکی کی مساجد	Category:トルコのモスク
زمرہ:اقدام قتل کوششیں	Category:暗殺未遂
زمرہ:ثقافتی انسانیات	Category:文化人類学
زمرہ:فلپیمائی	Category:位置天文学
زمرہ:انسانیات	Category:人類学
زمرہ:سیاسی پیشہ ور	Category:政治専門家
زمرہ:بعد	Category:次元
زمرہ:محمد	Category:ムハンマド
زمرہ:مفتیان اعظم	Category:大ムフティー
زمرہ:ہسپانیہ میں بجلی گھر	Category:スペインの発電所
زمرہ:معاشرتی تصورات	Category:社会概念
زمرہ:فلسفیانہ تصورات	Category:哲学の概念
زمرہ:یارکشائر	Category:ヨークシャー
زمرہ:عسکری عہدے	Category:軍隊の階級
زمرہ:مخدرات	Category:麻酔薬
زمرہ:مضادات حیویہ	Category:抗生物質
زمرہ:تمباکو	Category:たばこ
زمرہ:جبل الطارق	Category:ジブラルタル
زمرہ:پتھر کا دور	Category:石器時代
زمرہ:نیوجینی دور	Category:新第三紀
زمرہ:عہد جراسی	Category:ジュラ紀
زمرہ:آہنی دور	Category:鉄器時代
زمرہ:جنگیں	Category:戦闘
زمرہ:عسکری مصافیات	Category:戦術
زمرہ:یوٹیوب	Category:YouTube
زمرہ:حقیقی المرکز	Category:真核生物
زمرہ:فورملا ون	Category:フォーミュラ1
زمرہ:ملکی رموز	Category:国名
زمرہ:غامضیت	Category:神秘主義
زمرہ:نظام اسم ساحہ	Category:ドメイン名
زمرہ:ایشیائی نظام تحریر	Category:アジアの文字
زمرہ:حیاتی نظامات	Category:生物系
زمرہ:نظام تنفس	Category:呼吸器
زمرہ:انگریزی مؤجدین	Category:イングランドの発明家
زمرہ:مناعی نظام	Category:免疫系
زمرہ:نظامات متناسق	Category:座標
زمرہ:بیئیاتی نظامات	Category:生態系
زمرہ:آپریٹنگ سسٹم	Category:オペレーティングシステム
زمرہ:تصوراتی نظامات	Category:概念体系
زمرہ:طرزیاتی نظامات	Category:テクノロジー
زمرہ:نظامات اعضاء	Category:器官系
زمرہ:تولیدی نظام	Category:生殖器
زمرہ:عددی نظامات	Category:数の表現
زمرہ:وفاقیت	Category:連邦主義
زمرہ:آمریت	Category:独裁
زمرہ:استخوانی نظام	Category:骨
زمرہ:شمارندی نظام ملف	Category:OSのファイルシステム
زمرہ:گوا	Category:ゴア
زمرہ:کامپیچی	Category:カンペチェ州
زمرہ:کرناٹک	Category:カルナータカ
زمرہ:چھتیس گڑھ	Category:チャッティースガル
زمرہ:میکسیکو کی ریاستیں	Category:メキシコの州
زمرہ:ریاست شان	Category:シャン州
زمرہ:گجرات (بھارت)	Category:グジャラート
زمرہ:چہواہوا	Category:チワワ州
زمرہ:کوئنزلینڈ	Category:クイーンズランド州
زمرہ:آسٹریا کی ریاستیں	Category:オーストリアの州
زمرہ:زاکاٹیکاس	Category:サカテカス州
زمرہ:جھاڑکھنڈ	Category:ジャールカンド
زمرہ:صباح	Category:サバ州
زمرہ:تامل ناڈو	Category:タミル・ナードゥ
زمرہ:حکومت جاپان	Category:日本の行政
زمرہ:باجا کیلیفورنیا سر	Category:バハ・カリフォルニア・スル州
زمرہ:پنجاب (بھارت)	Category:パンジャーブ (インド)
زمرہ:ملاکا	Category:ムラカ州
زمرہ:حکومتی مرافقات	Category:公企業
زمرہ:سیاسیات	Category:政治学
زمرہ:یوکاتان	Category:ユカタン州
زمرہ:راجستھان	Category:ラージャスターン
زمرہ:جوھر	Category:ジョホール州
زمرہ:وکٹوریہ (آسٹریلیا)	Category:ビクトリア州
زمرہ:سکم	Category:シッキム
زمرہ:ایشیاء کے سابقہ ممالک	Category:かつて存在したアジアの国家
زمرہ:ہریانہ	Category:ハリヤーナー
زمرہ:آگوسکالینٹس	Category:アグアスカリエンテス州
زمرہ:اتر پردیش	Category:ウッタル・プラデーシュ
زمرہ:خالسکو	Category:ハリスコ州
زمرہ:ویراکروز	Category:ベラクルス州
زمرہ:میگھالیہ	Category:メーガーラヤ
زمرہ:مغربی بنگال	Category:西ベンガル
زمرہ:آسٹریلیا کی ریاستیں اور علاقہ جات	Category:オーストラリアの州
زمرہ:سلطنت روس	Category:ロシア帝国
زمرہ:اتروسک	Category:エトルリア
زمرہ:فرانسیسی سلطنت دوم	Category:フランス第二帝政
زمرہ:کینیڈا کے صوبے و علاقہ جات	Category:カナダの州
زمرہ:اڑیسہ	Category:オリッサ
زمرہ:فلمی اعزازات	Category:映画の賞
زمرہ:چنگ خاندان	Category:清朝
زمرہ:سونگ خاندان	Category:宋朝
زمرہ:وینزویلا کے شہر	Category:ベネズエラの都市
زمرہ:پہلوی خاندان	Category:パフラヴィー朝
زمرہ:خاندانہائے مسلمان	Category:イスラム王朝
زمرہ:یوآن خاندان	Category:元朝
زمرہ:خاندان ہیبسبرگ	Category:ハプスブルク家
زمرہ:قدیم مصری ملکائیں	Category:ファラオの妻
زمرہ:آمدنی	Category:収入
زمرہ:چوکورات	Category:四角形
زمرہ:اشکالبند شمارندی ملف	Category:ファイルフォーマット
زمرہ:ڈراما	Category:ドラマ
زمرہ:لندن	Category:ロンドン
زمرہ:لنکنشائر	Category:リンカンシャー
زمرہ:چینی ادب	Category:中国文学
زمرہ:ایشیائی ادب	Category:アジアの文学
زمرہ:فارسی ادب	Category:ペルシア文学
زمرہ:تخیلہ	Category:ファンタジー
زمرہ:1910ء کے ناول	Category:1910年の小説
زمرہ:1912ء کے ناول	Category:1912年の小説
زمرہ:1903ء کے ناول	Category:1903年の小説
زمرہ:1940ء کے ناول	Category:1940年の小説
زمرہ:1941ء کے ناول	Category:1941年の小説
زمرہ:1944ء کے ناول	Category:1944年の小説
زمرہ:1943ء کے ناول	Category:1943年の小説
زمرہ:1946ء کے ناول	Category:1946年の小説
زمرہ:1948ء کے ناول	Category:1948年の小説
زمرہ:1945ء کے ناول	Category:1945年の小説
زمرہ:1926ء کے ناول	Category:1926年の小説
زمرہ:1936ء کے ناول	Category:1936年の小説
زمرہ:1929ء کے ناول	Category:1929年の小説
زمرہ:1949ء کے ناول	Category:1949年の小説
زمرہ:1937ء کے ناول	Category:1937年の小説
زمرہ:1922ء کے ناول	Category:1922年の小説
زمرہ:1960ء کے ناول	Category:1960年の小説
زمرہ:1963ء کے ناول	Category:1963年の小説
زمرہ:1961ء کے ناول	Category:1961年の小説
زمرہ:1962ء کے ناول	Category:1962年の小説
زمرہ:1958ء کے ناول	Category:1958年の小説
زمرہ:1952ء کے ناول	Category:1952年の小説
زمرہ:1967ء کے ناول	Category:1967年の小説
زمرہ:1950ء کے ناول	Category:1950年の小説
زمرہ:1953ء کے ناول	Category:1953年の小説
زمرہ:1969ء کے ناول	Category:1969年の小説
زمرہ:1955ء کے ناول	Category:1955年の小説
زمرہ:بریانسک اوبلاست کے شہر اور قصبات	Category:ブリャンスク州の都市
زمرہ:1957ء کے ناول	Category:1957年の小説
زمرہ:تاتارستان کے شہر اور قصبات	Category:タタールスタン共和国の都市
زمرہ:1964ء کے ناول	Category:1964年の小説
زمرہ:1968ء کے ناول	Category:1968年の小説
زمرہ:1975ء کے ناول	Category:1975年の小説
زمرہ:1966ء کے ناول	Category:1966年の小説
زمرہ:1984ء کے ناول	Category:1984年の小説
زمرہ:1981ء کے ناول	Category:1981年の小説
زمرہ:1970ء کے ناول	Category:1970年の小説
زمرہ:1971ء کے ناول	Category:1971年の小説
زمرہ:1972ء کے ناول	Category:1972年の小説
زمرہ:1982ء کے ناول	Category:1982年の小説
زمرہ:1977ء کے ناول	Category:1977年の小説
زمرہ:1986ء کے ناول	Category:1986年の小説
زمرہ:1979ء کے ناول	Category:1979年の小説
زمرہ:1983ء کے ناول	Category:1983年の小説
زمرہ:2007ء کے ناول	Category:2007年の小説
زمرہ:2004ء کے ناول	Category:2004年の小説
زمرہ:2005ء کے ناول	Category:2005年の小説
زمرہ:2006ء کے ناول	Category:2006年の小説
زمرہ:1995ء کے ناول	Category:1995年の小説
زمرہ:جمہوریہ کریلیا کے شہر اور قصبات	Category:カレリア共和国の都市
زمرہ:1988ء کے ناول	Category:1988年の小説
زمرہ:1991ء کے ناول	Category:1991年の小説
زمرہ:1996ء کے ناول	Category:1996年の小説
زمرہ:1990ء کے ناول	Category:1990年の小説
زمرہ:1993ء کے ناول	Category:1993年の小説
زمرہ:2002ء کے ناول	Category:2002年の小説
زمرہ:1992ء کے ناول	Category:1992年の小説
زمرہ:1999ء کے ناول	Category:1999年の小説
زمرہ:1998ء کے ناول	Category:1998年の小説
زمرہ:2010ء کے ناول	Category:2010年の小説
زمرہ:آسٹریا کے محلات	Category:オーストリアの宮殿
زمرہ:محلات	Category:宮殿
زمرہ:ترکی کے محلات	Category:トルコの宮殿
زمرہ:ہسپانیہ کے محلات	Category:スペインの宮殿
زمرہ:روس کے محلات	Category:ロシアの宮殿
زمرہ:ایشیائی ثقافت	Category:アジアの文化
زمرہ:چینی ثقافت	Category:中国の文化
زمرہ:یونانی ثقافت	Category:ギリシャの文化
زمرہ:خاکاسیا کے شہر اور قصبات	Category:ハカス共和国の都市
زمرہ:برطانیہ کے محلات	Category:イギリスの宮殿
زمرہ:فرانسیسی ثقافت	Category:フランスの文化
زمرہ:اطالوی ثقافت	Category:イタリアの文化
زمرہ:فلپائنی ثقافت	Category:フィリピンの文化
زمرہ:روسی ثقافت	Category:ロシアの文化
زمرہ:انگریزی ثقافت	Category:イングランドの文化
زمرہ:مغربی ثقافت	Category:西洋文化
زمرہ:یورپی ثقافت	Category:ヨーロッパの文化
زمرہ:داغستان کے شہر اور قصبات	Category:ダゲスタン共和国の都市
زمرہ:ثقافت بلحاظ خطہ	Category:地域別の文化
زمرہ:صومالی ثقافت	Category:ソマリアの文化
زمرہ:ثقافت بلحاظ براعظم	Category:大陸別の文化
زمرہ:زابایکالسکی کرائی کے شہر اور قصبات	Category:ザバイカリエ地方の都市
زمرہ:جالبینی ثقافت	Category:インターネットの文化
سانچہ:Wikinewscat	Template:Wikinewscat
زمرہ:ریاستہائے متحدہ امریکہ کے آباد ساحلی مقامات	Category:アメリカ合衆国の沿岸都市
