აფრიკა	アフリカ
The Marshall Mathers LP 2	ザ・マーシャル・マザーズ・LP2
ბედის ვარსკვლავის ბრალია (ფილმი)	きっと、星のせいじゃない。
New (ალბომი)	ニュー (ポール・マッカートニーのアルバム)
თარგი:ქვეყნის მონაცემები ტუვალუ	Template:Country data Tuvalu
თარგი:ქვეყნის მონაცემები ომანი	Template:Country data Oman
თარგი:ქვეყნის მონაცემები ნიუე	Template:Country data Niue
თარგი:ქვეყნის მონაცემები მოზამბიკი	Template:Country data Mozambique
თარგი:ქვეყნის მონაცემები კირიბატი	Template:Country data Kiribati
თარგი:ქვეყნის მონაცემები ნაურუ	Template:Country data Nauru
თარგი:ქვეყნის მონაცემები კამერუნი	Template:Country data Cameroon
Reflektor	リフレクター (アルバム)
კატეგორია:მსოფლიო მემკვიდრეობის ძეგლები იტალიაში	Category:イタリアの世界遺産
იმიტაციის თამაში	イミテーション・ゲーム/エニグマと天才数学者の秘密
დაკარგული გოგონა (ფილმი)	ゴーン・ガール
თარგი:ShorterOxfordEnglishDictionary	Template:ShorterOxfordEnglishDictionary
თარგი:Lang-min	Template:Lang-min
გამოსვლა: ღმერთები და მეფეები	エクソダス:神と王
თარგი:ინფოდაფა მოვლენა	Template:Infobox event
კატეგორია:2014 წლის ალბომები	Category:2014年のアルバム
ყაზახეთის ადმინისტრაციული დაყოფა	カザフスタンの行政区画
თარგი:ქვეინფოდაფის ტანის სტილი	Template:Subinfobox bodystyle
ყველაფრის თეორია (2014 წლის ფილმი)	博士と彼女のセオリー
გერმანიის დამოუკიდებელი ქალაქები	独立市
მოდული:Yesno	モジュール:Yesno
მოდული:Message box	モジュール:Message box
მოდული:Category handler	モジュール:Category handler
მოდული:Message box/configuration	モジュール:Message box/configuration
ოქროს გლობუსის 71-ე დაჯილდოება	第71回ゴールデングローブ賞
ღამის ქვეწარმავალი	ナイトクローラー (映画)
თარგი:Firefox TOC	Template:Firefox TOC
მსოფლიო საფეხბურთო ჩემპიონატი 2014: პლეი-ოფი	2014 FIFAワールドカップ・決勝トーナメント
ArtRave: The Artpop Ball	ArtRave: The Artpop Ball
კატეგორია:2014 წლის მსოფლიო საფეხბურთო ჩემპიონატის შემადგენლობების თარგები	Category:2014 FIFAワールドカップ参加チームのテンプレート
