ཨ་ཧྥེ་རི་ཁ།	アフリカ
Category:ཆགས་སློང་རྩོམ་རིག	Category:ポルノグラフィ
Category:གདོང་འབག	Category:仮面
Category:ནག་ཁུང་།	Category:ブラックホール
Category:གསོ་རླུང་།	Category:酸素
Category:མཚོན་ཆ།	Category:武器
Category:ནའུ་རུ།	Category:ナウル
Category:པ་ལའུ།	Category:パラオ
Category:ཊོང་ག	Category:トンガ
Category:ཏུ་ཝ་ལུ།	Category:ツバル
Category:ཨེན་ཊི་གུའ་དང་བར་བུ་ཌ།	Category:アンティグア・バーブーダ
Category:ཨ་མེ་རི་ཁའི་ལྷོ་གླིང་གི་རྒྱལ་ཁབ།	Category:南アメリカの国
Category:གུ་ཡ་ན།	Category:ガイアナ
Category:ཁོ་ལོམ་བི་ཡ།	Category:コロンビア
Category:ཁོ་སོ་ཝོ།	Category:コソボ
Template:ཆགས།	Template:性
Category:རོལ་ཆའི།	Category:楽器
Category:དབྱངས་ཡིག	Category:母音
Category:གནའ་རབས་མ་ཡ།	Category:マヤ
Category:གནམ་གཤིས་རིག་པ།	Category:気象学
Category:ཧོང་ཀོང་།	Category:香港
Category:ཚྭ།	Category:塩
Category:སི་ཅི་ལི་ཡ།	Category:シチリア州
Category:ལུ་ཟོན།	Category:ルソン島
Category:ཆུ་རགས།	Category:ダム
Category:གྱོན་ཆས།	Category:衣類
Category:དུས་ཆེན།	Category:祭
Category:ཧི་མ་ལ་ཡ།	Category:ヒマラヤ山脈
Category:ཕིན་ཕང་སྤོ་ལོ།	Category:卓球
Category:ཆགས།	Category:性別
Category:ཁྲག	Category:血液
Category:ཕྲ་མཐོང་དཔལ་འབྱོར།	Category:ミクロ経済学
Category:གསལ་བྱེད།	Category:子音
Category:འགུལ་རིས་གློག་བརྙན།	Category:アニメ
Category:རིམས་ནད།	Category:病気
Category:སླི་ཁེ་རི་ནི་ཞི་ཡ།	Category:ミクロネシア
Category:གནའ་རབས་ཀེ་རི་སི།	Category:古代ギリシア
Category:ལ་ཊིན་ནས་ཆད་པའི་ཡུལ་སྐད།	Category:ロマンス諸語
Category:པར་ཆས།	Category:カメラ
Category:ཕྱི་འབྲིལ།	Category:外交
Category:ཞབས་བྲོ།	Category:ダンス
Category:སྦྲང་མ་ཉར་སྲུང་།	Category:蜜蜂
Category:རྩེད་ཆས།	Category:玩具
Category:ཁྱིམ་ཚང་།	Category:家族
Category:དྲང་པོ།	Category:公平
Category:སྦྲུལ།	Category:ヘビ
Category:ཀཱན་ཅ་ན་བུ་རི་ཞིང་ཆེན།	Category:カーンチャナブリー県
Category:ན་ཁཱོན་སི་ཐམ་མ་ར་ཊི་ཞིང་ཆེན།	Category:ナコーンシータンマラート県
Category:སུ་ར་ཊི་ཐ་ནི་ཞིང་ཆེན།	Category:スラートターニー県
Category:ཨུ་བཱོན་ར་ཊི་ཅ་ཐ་ནི་ཞིང་ཆེན།	Category:ウボンラーチャターニー県
Category:ཉི་མ།	Category:太陽
Category:དཔའ་དམ།	Category:刀剣
Category:པ་སངས།	Category:金星
Category:ལྷོ་མཐའི་གླིང་	Category:南極
Category:ཐོ་ཕུ་རིག་པ།	Category:位相幾何学
Category:བོད་ཡུལ།	Category:チベット
Template:Flagcountry	Template:Flagcountry
Template:Infobox language	Template:Infobox Language
Category:རྒྱ་མཚོ་ཆེན་པོའི་གླིང་ཆེན།	Category:オセアニア
Category:ཀྲུང་གོའི་གྲོང་ཁྱེར།	Category:中華人民共和国の都市
Category:སྐྲག་པ།	Category:恐怖
Category:ཀུན་སྤྱོད་བཟང་པོ།	Category:徳
Category:པ་ར་ཅིན་བུ་རི་ཞིང་ཆེན།	Category:プラーチーンブリー県
Category:གུ་ཝེ་ཐི་མ་ལ།	Category:グアテマラ
Category:མོན་ཊེནིག་རོ།	Category:モンテネグロ
Category:GFDL images	Category:GFDL画像
Category:གྲི།	Category:ナイフ
Category:ཁྲབ་ལྡན་འཁོར་ལོ།	Category:戦車
Category:བཅོམ་ལྡན་འདས།	Category:釈迦
Category:ཟུར་ཟའི་མུ་འབྲེལ་རི་མོ།	Category:漫画
Category:གཉེན་སྒྲིག	Category:結婚
Category:རི་པིན་གྱི་སྒྱུ་རྩལ།	Category:日本の芸術
Category:ཁ་ན་ཌ་ཀྱི་སྒྱུ་རྩལ།	Category:カナダの芸術
Category:ཀོ་རི་ཡའི་སྒྱུ་རྩལ།	Category:朝鮮の美術
Category:བོད་ཀྱི་ཟ་ཆ།	Category:チベットの食文化
Category:སི་ཝེ་དེན་གྱི་སྒྱུ་རྩལ།	Category:スウェーデンの芸術
Category:ཧུང་གྷ་རི་གྱིས་སྒྱུ་རྩལ།	Category:ハンガリーの芸術
Category:ཀྲུང་ཧྭ་མི་དམངས་སྤྱི་མཐུན་རྒྱལ་ཁབ།	Category:中華人民共和国
Template:CompactTOC	Template:TOC
Category:ཐེག་པ་ཆེན་པོ།	Category:大乗仏教
Category:མ་ཧ་བ་ར་ཏ།	Category:マハーバーラタ
Category:བོད་རང་སྐྱོང་ལྗོངས།	Category:チベット自治区
Category:རྒྱ་གར་གྱི་སྒྱུ་རྩལ།	Category:インドの芸術
Category:སློབ་གྲྭ།	Category:学校
Category:ཏིན་ཏིན།	Category:タンタンの冒険
Category:ལུ་ཛེར་ན།	Category:ルツェルン
Category:ལྷ་ས།	Category:ラサ
Category:ཐུར་མ།	Category:スプーン
Category:མིའི་རིགས་རྒྱུད་རིག་པ།	Category:民族学
Template:ཨ་མེ་རི་ཀ	Template:アメリカ
ཚོ་ཁག་གི་ཆགས་སྤྱོད།	グループセックス
Category:ཁ་ཏ་ཉ། (ཞིང་ཆེན།)	Category:カターニア県
Category:ཟེན།	Category:禅
Category:ཡེ་རེ་ཝན།	Category:エレバン
ཞོག་རྒོད།	ヤム
Category:ཨེ་ཤེ་ཡའི་གླིང་གི་རྒྱལ་ཁབ།	Category:アジアの国
Category:ཝུའུ་ཧན།	Category:武漢
Template:ཀྲུང་ཧྭ་མི་རིགས།	Template:中華民族
Template:User bs-1	Template:User bs-1
Category:ཆེ་མཐོང་དཔལ་འབྱོར།	Category:マクロ経済学
Category:ཨྰ་སྦྲོལ་ཧྥུ་ཧི་ཐུ་ལུར།	Category:アドルフ・ヒトラー
Category:ཝེ་ནེ་ཟི་ཡ།	Category:ヴェネツィア
Category:ཝེ་ནེ་ཏོ།	Category:ヴェネト州
Category:ཨ་མི་རི་ཁའི་ཡེ་ཤུའི་ཆོས་ལུགས་པ།	Category:アメリカ合衆国のキリスト教徒
Category:ཨམ་མན།	Category:アンマン
Category:སྒྱུ་རྩལ་གྱི་བྱུང་ཚུལ།	Category:美術史
Category:ཨ་ཝི་ཉོང་།	Category:アヴィニョン
Category:པ་སེལ།	Category:バーゼル
Category:དོམ།	Category:クマ
Category:བེང་ག་ལི་ཡི་མི།	Category:ベンガル人
Category:འཁྲུངས་སྐར།	Category:誕生日
Category:ཟམ་པ།	Category:橋
Category:ཟངས་ཆས་སྤྱོད་པའི་དུས་རབས།	Category:青銅器時代
Category:སྐད་ཀྱི་མཚན་ཉིད་རིག་པ།	Category:言語哲学
Category:ཁྲུང་ཆིན།	Category:重慶
Category:གྲི་རྩེད།	Category:フェンシング
Category:དམག་འཁྲུག	Category:戦争
Category:ཨེལ་ཝེ་སི་ཕིར་ཟི་ལཱེ།	Category:エルヴィス・プレスリー
Category:ཁོར་ཡུག	Category:環境
Category:ཧྥ་རན་སིའི་སྐད།	Category:フランス語
Category:ཀེ་རི་སིའི་དབྱངས་གསལ་རེའུ་མིག	Category:ギリシア文字
Category:ཧོན་ཤུ།	Category:本州
Category:ནང་།	Category:住宅
Category:དགོད་བྲོ།	Category:ユーモア
Category:ཡུལ་ཏོ་པི་ཡ།	Category:理想郷
Category:གཞུང་མེད་ལམ་སྲོལ།	Category:無政府主義
Category:ཉི་ཧོང་གི་གཞུང་མེད་རིང་ལུག་པ།	Category:日本の無政府主義者
Category:ཉི་ཧུང་གི་མཚན་ཉིད་རིག་པ།	Category:日本の哲学
Category:ནུབ་ཕྱོགས་སུ་བསྐྱོད་པའི་རྣམ་ཐར།	Category:西遊記
Category:བོད་ཀྱི་ཡུལ་སྐད།	Category:チベットの言語
Category:གད་མོ་ཤོར་བ།	Category:笑い
Category:ལེ་ཨོ་ན་ཏོ་ཏ་ཧྥིན་ཆི།	Category:レオナルド・ダ・ヴィンチ
Category:དཔེ་མཛོད་ཁང་།	Category:図書館
Category:ཆིན་རྒྱལ་རབས།	Category:秦朝
Category:སྐད་མེད་པའི་ཁྲང་ཞི།	Category:パントマイム
Category:ར་མ་ཡ་ན།	Category:ラーマーヤナ
Category:རིས་ཡག	Category:リヤド
Category:རོ་མ།	Category:ローマ
Category:སེན་ཊི་ཀི་ཊི་སི་དང་ནེ་བི་སི།	Category:セントクリストファー・ネイビス
Category:སེན་ཊ་ལུ་ཤི་ཡ།	Category:セントルシア
Category:ལེགས་སྦྱར་སྐད།	Category:サンスクリット語
Category:པེ་ཅིང་གི་ཁྲང་ཞི།	Category:京劇
Category:ཆགས་སྦྱོར་རིག་པ།	Category:性の研究
Category:ཧྲིན་ཐོ།	Category:神道
Category:སིག་​གི་​ཆོས་​ལུགས།	Category:シク教
Category:སྒྲ།	Category:音
Category:ཐང་རྒྱལ་རབས།	Category:唐朝
Category:མེ་སི་ན། (ཞིང་ཆེན།)	Category:メッシーナ県
Category:དྲོད་ཚད།	Category:温度
Category:བ་ཧ་མཱ་སི།	Category:バハマ
Category:སིམ་བུ་སན།	Category:ザ・シンプソンズ
Category:བོད་བརྒྱུད་ནང་བསྟན་ཆོས་ལུགས།	Category:チベット仏教
Category:བོད་རིག་པ།	Category:チベット研究
Category:ཨའི་ཁི་དོ།	Category:合気道
Category:ཚོན་མདོག།	Category:色
Category:སིད་ནེ།	Category:シドニー
Category:ཨའི་ནུ།	Category:アイヌ
Category:བོད་ཀྱི་རི་བོ།	Category:チベットの山
Category:བྷི་རུ་ནི།	Category:ブルネイ
Category:རྒྱ་རིགས་ཀྱི་མཚན་ཉིད་རིག་པ།	Category:中国の思想史
Category:ཐག་རྒུལ་འདྲ་གཟུགས།	Category:人形劇
Category:ཁོ་ཁེ་གླིང་ཚོམ།	Category:クック諸島
Category:ཤེ་ཨན།	Category:西安
Category:ཟི་ལིང་།	Category:西寧
Category:རྐང་རྩེད་སྤོ་ལོ།	Category:フットボール
Category:ཕོ་རོའོ་ཝང་སི།	Category:プロヴァンス
Category:ལོ་རྒྱུས་བྱུང་གོང་གི་དུས་མཚམས།	Category:先史時代
Category:གྲོང་ཁྱེར།	Category:都市
ཆོས།	法 (仏教)
Template:Infobox Language/IPA notice	Template:Infobox Language/IPA notice
Category:User en-1	Category:User en-1
Category:User de-1	Category:User de-1
Template:Infobox language/quilt	Template:Infobox Language/quilt
ཚོན་མདོག་གི་ཐོ།	色名一覧
མཱ་ཧ་ལཱ་ཨེལ།	マハラレル
Category:ཇ་ཝ།	Category:ジャワ島
Template:Userbox-level	Template:Userbox-level
ལ་མེག	レメク (ノアの父)
Template:User zh-min-nan-3	Template:User zh-min-nan-3
Template:User bo-0	Template:User bo-0
Template:User sh-2	Template:User sh-2
Wikipedia:ནང་བཞུགས་མི་སྣར་རྟག་ཏུ་འཕྲད་སྲིད་པའི་དཀའ་རྙོག་སེལ་ཐབས།	Wikipedia:FAQ 投稿者向け
Template:དབུས་གཙང་	Template:チベットの歴史的地区
Wikipedia:རྩོམ་སྒྲིག་པར་རྟག་ཏུ་འཕྲད་སྲིད་པའི་དཀའ་རྙོག་སེལ་ཐབས།	Wikipedia:FAQ 編集
ཁཱན་ཇེ་གྷོ་ཌོ།	後藤健二 (ジャーナリスト)
སུན་ཝུའུ་ཁུང་།	孫悟空
Template:Style/ril	Template:Style/ril
Template:Infobox Language/genetic2	Template:Infobox Language/genetic
དར་མདོ་	康定県
བཟོད་པ།	忍耐
Special:RecentChanges	特別:最近の更新
Category:User ja-4	Category:User ja-4
