អាហ្វ្រិក	アフリカ
ចំណាត់ថ្នាក់ក្រុម:Calendar templates	Category:暦表テンプレート
ចំណាត់ថ្នាក់ក្រុម:User de-1	Category:User de-1
ចំណាត់ថ្នាក់ក្រុម:Wikipedia protected templates	Category:編集保護中のテンプレート
ទំព័រគំរូ:Asbox	Template:Asbox
ទំព័រគំរូ:Nowrap begin	Template:Nowrap begin
ទំព័រគំរូ:Marriage	Template:Marriage
ទំព័រគំរូ:ខ្លីមិនពេញលេញ ព្រះពុទ្ធសាសនា	Template:Buddhism-stub
ទំព័រគំរូ:Split section	Template:分割提案
ទំព័រគំរូ:សេរីភាព	Template:自由
ទំព័រគំរូ:ែដលកំពុងរឺកចំេរីន	Template:工事中
ទំព័រគំរូ:Thank you	Template:感謝
ទំព័រគំរូ:រដ្ឋ និងទឹកដីក្នុងមណ្ឌលឥទ្ធិពលជប៉ុនចក្រពត្តិកំឡុងសង្គ្រាមលោកលើកទី២	Template:大東亜共栄圏
ទំព័រគំរូ:Convert/AU	Template:Convert/AU
ទំព័រគំរូ:Philippine Presidents	Template:フィリピン大統領
ទំព័រគំរូ:សង្គ្រាមត្រជាក់	Template:冷戦
ទំព័រគំរូ:Infobox laboratory	Template:Infobox 組織2
ទំព័រគំរូ:ព្រះត្រៃបិដក	Template:Tipitaka
ទំព័រគំរូ:Pipe	Template:Pipe
វិគីភីឌា:Tutorial/Keep in mind	Wikipedia:チュートリアル 注意点
ទំព័រគំរូ:Organisation of Islamic Cooperation	Template:OIC
ចំណាត់ថ្នាក់ក្រុម:កោះជ្វា	Category:ジャワ島
ទំព័រគំរូ:Frac	Template:分数
ទំព័រគំរូ:Ntsh	Template:Ntsh
ទំព័រគំរូ:CURRENTISOWEEK	Template:CURRENTISOWEEK
ទំព័រគំរូ:Evalp	Template:Evalp
ទំព័រគំរូ:Start date	Template:Start date
ទំព័រគំរូ:MediaWiki	Template:MediaWiki
វិគីភីឌា:Contributing to Wikipedia	Wikipedia:ウィキペディアに参加する
ទំព័រគំរូ:Law	Template:法 (法学)
ទំព័រគំរូ:Testcase	Template:Testcase
ទំព័រគំរូ:User zh-min-nan-3	Template:User zh-min-nan-3
ទំព័រគំរូ:Free	Template:Free
ទំព័រគំរូ:Bio-stub	Template:People-stub
វិគីភីឌា:Owl	Template:Owl
ទំព័រគំរូ:Nonfree	Template:Nonfree
ទំព័រគំរូ:Isfdb name	Template:Isfdb name
ទំព័រគំរូ:ប្រវត្តិសាស្ត្រភូមា	Template:ビルマの歴史
ទំព័រគំរូ:Ibdof title	Template:Ibdof title
ទំព័រគំរូ:User km-1	Template:User km-1
ទំព័រគំរូ:Psychoanalysis	Template:精神分析学
ទំព័រគំរូ:Herbs & spices	Template:Herbs & spices
ទំព័រគំរូ:WSJ topic	Template:WSJ topic
ទំព័រគំរូ:Tim	Template:Tim
ទំព័រគំរូ:MINUTE	Template:MINUTE
ទំព័រគំរូ:Football kit box	Template:Football kit box
ទំព័រគំរូ:Infobox Cambodian Province	Template:基礎情報 カンボジアの州
ទំព័រគំរូ:Elementbox isotopes decay	Template:Elementbox isotopes decay
វិគីភីឌា:Scripts	Wikipedia:Unicode numeric converter script
ទំព័រគំរូ:ISOYEAR	Template:ISOYEAR
ទំព័រគំរូ:ប្រវត្តិសាស្ត្រលាវ	Template:ラオスの歴史
ទំព័រគំរូ:Last edited by	Template:LastEditedBy
ទំព័រគំរូ:ប្រវត្តិសាស្ត្រខ្មែរ	Template:カンボジアの歴史
ទំព័រគំរូ:La Francophonie	Template:OIF
ទំព័រគំរូ:Tetl	Template:Tetl
ទំព័រគំរូ:Infobox ខេត្តក្រុងឡាវ	Template:基礎情報 ラオスの県
វិគីភីឌា:អំពី ប្រអប់ខ្សាច់	Help:サンドボックス
វិគីភីឌា:Tutorial/Wrap-up and more info	Wikipedia:チュートリアル まとめ
ទំព័រគំរូ:ចក្រភពនាយសមុទ្ររបស់បារាំង	Template:フランス植民地帝国
ទំព័រគំរូ:Possible	Template:可能
ទំព័រគំរូ:Normalwraplink	Template:Normalwraplink
ទំព័រគំរូ:Magnify icon	Template:Magnify icon
វិគីភីឌា:Hatnotes	Wikipedia:ハットノート
ទំព័រគំរូ:Loc	Template:Loc
ទំព័រគំរូ:Pron-en	Template:Pron-en
ទំព័រគំរូ:Gov-stub	Template:Gov-stub
ទំព័រគំរូ:N.b.	Template:N.b.
ទំព័រគំរូ:Big	Template:Larger
ទំព័រគំរូ:Infobox file format	Template:Infobox file format
ទំព័រគំរូ:អត្ថបទខ្លី អំពីកម្ពុជា	Template:Cambodia-stub
ទំព័រគំរូ:ក្រុមជនជាតិនៅវៀតណាម	Template:ベトナムの民族
វិគីភីឌា:WikiProject Military history/Military navigation	Template:Military navigation
ទំព័រគំរូ:Declined	Template:謝絶
ទំព័រគំរូ:Public services	Template:公共サービス
ទំព័រគំរូ:Sidebar with heading backgrounds	Template:Sidebar with heading backgrounds
ទំព័រគំរូ:IPA-th	Template:IPA-th
វិគីភីឌា:Birthday Committee	Wikipedia:ウィキペディアン/誕生日
ទំព័រគំរូ:EC number	Template:EC number
វិគីភីឌា:WikiProject Buddhism	プロジェクト:仏教
ទំព័រគំរូ:Unrelated	Template:無関係
ទំព័រគំរូ:User id-1	Template:User id-1
ទំព័រគំរូ:វីគីភីឌា-សៀវភៅ	Template:Wikipedia books
ទំព័រគំរូ:WEEKDATE2M	Template:WEEKDATE2M
ទំព័រគំរូ:S-inc	Template:S-inc
ទំព័រគំរូ:Campaignbox World War II	Template:Campaignbox 第二次世界大戦
ទំព័រគំរូ:Infobox institute	Template:Infobox 研究所
ទំព័រគំរូ:IPAlink	Template:IPAlink
ទំព័រគំរូ:Geolinks-US-streetscale	Template:Geolinks-US-streetscale
ទំព័រគំរូ:UN document	Template:UN document
ទំព័រគំរូ:អ្នកប្រើប្រាស់វ.គ.ប្រ.	Template:User WikiProject History
ទំព័រគំរូ:Unresolved	Template:未解決
ទំព័រគំរូ:S-hou	Template:S-hou
ទំព័រគំរូ:ISOWEEK	Template:ISOWEEK
ទំព័រគំរូ:Marvelwiki	Template:Marvelwiki
ទំព័រគំរូ:WEEKDATE2D	Template:WEEKDATE2D
ទំព័រគំរូ:Journalism	Template:Journalism
ទំព័រគំរូ:The Sun	Template:太陽
ទំព័រគំរូ:Mammals	Template:哺乳類
ទំព័រគំរូ:Unnecessary	Template:不必要
ទំព័រគំរូ:Working	Template:作業中
ទំព័រគំរូ:Politics sidebar	Template:政治
ទំព័រគំរូ:Infobox Chinese	Template:Chinese
ផែនការក៥	K5計画
ទំព័រគំរូ:Infobox Monarchy	Template:Infobox Monarchy
ទំព័រគំរូ:Location map many	Template:Location map many
ទំព័រគំរូ:Worldcat id	Template:Worldcat id
វិគីភីឌា:Tutorial/TabsHeader	Wikipedia:チュートリアル/タブヘッダ
ទំព័រគំរូ:Weekday in month	Template:Weekday in month
ទំព័រគំរូ:Efn	Template:Efn
ទំព័រគំរូ:Reflist-talk	Template:Reflist-talk
ទំព័រគំរូ:Location map/decdeg	Template:Location map/decdeg
ទំព័រគំរូ:FullURL Diff	Template:FullURL Diff
ទំព័រគំរូ:S-ppo	Template:S-ppo
ទំព័រគំរូ:Time	Template:時間
វិគីភីឌា:Babel/km-0	Wikipedia:バベル/ja-0
ចំណាត់ថ្នាក់ក្រុម:យន្តហោះប្រដេញ	Category:戦闘機
ទំព័រគំរូ:Use mdy dates	Template:Use mdy dates
ទំព័រគំរូ:Ombox/shortcut	Template:Ombox/Shortcut
ទំព័រគំរូ:Table cell templates	Template:Table cell templates
ទំព័រគំរូ:Sec link/text	Template:Sec link/text
ទំព័រគំរូ:Weather box/colpastel	Template:Infobox Weather/colpastel
ទំព័រគំរូ:Convert/to(-)	Template:Convert/to(-)
ទំព័រគំរូ:Str len/core	Template:Str len/core
ទំព័រគំរូ:Respell	Template:Respell
ទំព័រគំរូ:Rnd/-	Template:Rnd/-
ទំព័រគំរូ:Noitalic	Template:Noitalic
ទំព័រគំរូ:Infobox coord	Template:Infobox coord
ទំព័រគំរូ:Harvard citation/core	Template:Harvard citation/core
ទំព័រគំរូ:Quotation templates see also	Template:引用文テンプレート
ទំព័រគំរូ:\	Template:\
ទំព័រគំរូ:Google+	Template:Google+
ទំព័រគំរូ:Iso2lang	Template:Iso2lang
ទំព័រគំរូ:IPA-ca	Template:IPA-ca
ទំព័រគំរូ:IPAslink	Template:IPAslink
ទំព័រគំរូ:Issubst	Template:Issubst
ទំព័រគំរូ:Office-table	Template:Office-table
ទំព័រគំរូ:Discreet abbreviation	Template:Abréviation discrète
ទំព័រគំរូ:Shipboxflag	Template:Shipboxflag
ទំព័រគំរូ:Wikiquote-inline	Template:WikiquoteN
ទំព័រគំរូ:Multi-listen item	Template:Multi-listen item
ទំព័រគំរូ:Infobox settlement/checkauto	Template:Infobox settlement/checkauto
ទំព័រគំរូ:Weather box/oneline/date	Template:Infobox weather/oneline/date
ទំព័រគំរូ:Hidden sort key	Template:Hs
ទំព័រគំរូ:តំណភ្ជាប់ខាងក្រៅ	Template:外部リンクの注意
ទំព័រគំរូ:Testcases side by side	Template:Testcases side by side
ទំព័រគំរូ:Infobox high court	Template:Infobox High Court
ទំព័រគំរូ:សិទ្ធិ	Template:権利
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន វត្តអារាមព្រះពុទ្ធសាសនា	Template:日本の寺院
ទំព័រគំរូ:Warchivenav	Template:過去ログ用テンプレートnav
ទំព័រគំរូ:Collapsible lists option	Template:Collapsible lists option
ទំព័រគំរូ:IUCN2011.2	Template:IUCN2011.2
ទំព័រគំរូ:Cite comic	Template:Cite comic
ទំព័រគំរូ:Earth's landforms	Template:地形
ទំព័រគំរូ:NYTtopic	Template:NYTtopic
ទំព័រគំរូ:Infobox អាកាសធាតុ/line	Template:Infobox Weather/line
ទំព័រគំរូ:Weather box/colp	Template:Infobox Weather/colp
ទំព័រគំរូ:Weather box/colt	Template:Infobox Weather/colt
វិគីភីឌា:Userboxes/WikiProjects	Wikipedia:ユーザーボックス/ウィキプロジェクト
ទំព័រគំរូ:RFPP	Template:RFP
ជំនួយ:ការប្តូរទីតាំងទំព័រ	Help:リダイレクト
ទំព័រគំរូ:Markup	Template:Markup
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ភាសា/genetic2	Template:Infobox Language/genetic
ទំព័រគំរូ:Class/colour	Template:Classcol
ទំព័រគំរូ:CURRENTCALENDAR	Template:CURRENTCALENDAR
ទំព័រគំរូ:WEEKDATE2Y	Template:WEEKDATE2Y
ទំព័រគំរូ:MoreInfo	Template:追加情報
ទំព័រគំរូ:WEEKDAY	Template:WEEKDAY
ទំព័រគំរូ:Style/IPA	Template:Style/IPA
ទំព័រគំរូ:Style/yid	Template:Style/yid
ទំព័រគំរូ:KMT/logo	Template:KMT/logo
ទំព័រគំរូ:IPA-ko	Template:IPA-ko
Module:Convert	モジュール:Convert
ទំព័រគំរូ:Dts/core	Template:Dts/outmdy2
ទំព័រគំរូ:Weather box/cols	Template:Infobox Weather/cols
ទំព័រគំរូ:Unichar	Template:Unichar
ទំព័រគំរូ:Ambox/core	Template:Ambox/core
ទំព័រគំរូ:Fishing	Template:CU釣り
ទំព័រគំរូ:Do list	Template:Do list
ទំព័រគំរូ:Fix bunching	Template:Fix bunching
ទំព័រគំរូ:HOUR	Template:HOUR
