Aphrika	アフリカ
Katiguriya:Wañusqa 1528	Category:1528年没
Katiguriya:1533	Category:1533年
Katiguriya:Wañusqa 1533	Category:1533年没
Katiguriya:1535	Category:1535年
Katiguriya:1537	Category:1537年
Katiguriya:1540	Category:1540年
Katiguriya:Wañusqa 1543	Category:1543年没
Katiguriya:1546	Category:1546年
Katiguriya:1551	Category:1551年
Katiguriya:1552	Category:1552年
Katiguriya:1555	Category:1555年
Katiguriya:Wañusqa 1559	Category:1559年没
Katiguriya:Kawsay chaqllisinchi	Category:生化学
Katiguriya:1561	Category:1561年
Katiguriya:1563	Category:1563年
Katiguriya:Kusituy (Mama llaqta)	Category:各国のバンド
Katiguriya:1566	Category:1566年
Katiguriya:Wañusqa 1566	Category:1566年没
Katiguriya:1569	Category:1569年
Katiguriya:1572	Category:1572年
Katiguriya:Wañusqa 1572	Category:1572年没
Katiguriya:1575	Category:1575年
Katiguriya:Inka	Category:インカ帝国
Katiguriya:1578	Category:1578年
Katiguriya:1580	Category:1580年
Katiguriya:1582	Category:1582年
Katiguriya:Wañusqa 1582	Category:1582年没
Katiguriya:1595	Category:1595年
Katiguriya:1605	Category:1605年
Katiguriya:1607	Category:1607年
Katiguriya:1611	Category:1611年
Katiguriya:1615	Category:1615年
Katiguriya:1618	Category:1618年
Katiguriya:1620	Category:1620年
Katiguriya:Wañusqa 1620	Category:1620年没
Katiguriya:1622	Category:1622年
Katiguriya:1624	Category:1624年
Katiguriya:1626	Category:1626年
Katiguriya:1629	Category:1629年
Katiguriya:1631	Category:1631年
Katiguriya:1633	Category:1633年
Katiguriya:1635	Category:1635年
Katiguriya:1637	Category:1637年
Katiguriya:1640	Category:1640年
Katiguriya:Wañusqa 1640	Category:1640年没
Katiguriya:1642	Category:1642年
Katiguriya:Wañusqa 1642	Category:1642年没
Katiguriya:1649	Category:1649年
Katiguriya:1652	Category:1652年
Katiguriya:1657	Category:1657年
Katiguriya:1659	Category:1659年
Katiguriya:Wañusqa 1660	Category:1660年没
Katiguriya:1665	Category:1665年
Katiguriya:1668	Category:1668年
Katiguriya:1669	Category:1669年
Katiguriya:1678	Category:1678年
Katiguriya:1686	Category:1686年
Katiguriya:1693	Category:1693年
Katiguriya:1696	Category:1696年
Katiguriya:1699	Category:1699年
Katiguriya:1705	Category:1705年
Katiguriya:1706	Category:1706年
Katiguriya:1711	Category:1711年
Katiguriya:Wañusqa 1715	Category:1715年没
Katiguriya:1720	Category:1720年
Katiguriya:1722	Category:1722年
Katiguriya:1726	Category:1726年
Katiguriya:Wañusqa 1727	Category:1727年没
Katiguriya:1730	Category:1730年
Katiguriya:Wañusqa 1731	Category:1731年没
Katiguriya:Wañusqa 1735	Category:1735年没
Katiguriya:1739	Category:1739年
Katiguriya:Wañusqa 1741	Category:1741年没
Katiguriya:1751	Category:1751年
Katiguriya:Wañusqa 1755	Category:1755年没
Katiguriya:Wañusqa 1756	Category:1756年没
Katiguriya:Wañusqa 1759	Category:1759年没
Katiguriya:1764	Category:1764年
Katiguriya:1765	Category:1765年
Katiguriya:1766	Category:1766年
Katiguriya:1767	Category:1767年
Katiguriya:Wañusqa 1767	Category:1767年没
Katiguriya:1769	Category:1769年
Katiguriya:1775	Category:1775年
Katiguriya:1779	Category:1779年
Katiguriya:Wañusqa 1781	Category:1781年没
Katiguriya:Wañusqa 1782	Category:1782年没
Katiguriya:Paqarisqa 9 ñiqin pachakwatapi kñ	Category:紀元前9世紀生
Katiguriya:Pulitika rakiy (Italya)	Category:イタリアの地方行政区画
Katiguriya:Allpamanta yachaykuna (Italya)	Category:イタリアの地理
Katiguriya:Wañusqa 1790	Category:1790年没
Katiguriya:Simi kapchiy (Mama llaqta)	Category:各国の文学
Katiguriya:Sardegna	Category:サルデーニャ州
Katiguriya:Allpamanta yachaykuna (Iwrupa)	Category:ヨーロッパの地理
Katiguriya:Pulitiku (Kinya)	Category:ケニアの政治家
Katiguriya:Suyu (Alimanya)	Category:ドイツの州
Katiguriya:Florida suyu	Category:フロリダ州
Katiguriya:1778	Category:1778年
Katiguriya:Tukuy runakunap qhapaq kaynin (Hukllachasqa Amirika Suyukuna)	Category:アメリカ合衆国の世界遺産
Katiguriya:Wiñay kawsay (Alimanya)	Category:ドイツの歴史
Plantilla:EST	Template:EST
Katiguriya:Abruzzo	Category:アブルッツォ州
Katiguriya:Nevada suyu	Category:ネバダ州
Katiguriya:Nebraska suyu	Category:ネブラスカ州
Katiguriya:North Dakota suyu	Category:ノースダコタ州
Katiguriya:New Mexico suyu	Category:ニューメキシコ州
Katiguriya:New York suyu	Category:ニューヨーク州
Katiguriya:New Jersey suyu	Category:ニュージャージー州
Katiguriya:New Hampshire suyu	Category:ニューハンプシャー州
Katiguriya:Rhode Island suyu	Category:ロードアイランド州
Katiguriya:Louisiana suyu	Category:ルイジアナ州
Katiguriya:Maryland suyu	Category:メリーランド州
Katiguriya:Maine suyu	Category:メイン州
Katiguriya:Minnesota suyu	Category:ミネソタ州
Katiguriya:Michigan suyu	Category:ミシガン州
Katiguriya:Mississippi suyu	Category:ミシシッピ州
Katiguriya:Missouri suyu	Category:ミズーリ州
Katiguriya:Idaho suyu	Category:アイダホ州
Katiguriya:Iowa suyu	Category:アイオワ州
Katiguriya:Arkansas suyu	Category:アーカンソー州
Katiguriya:Alaska suyu	Category:アラスカ州
Katiguriya:Arizona suyu	Category:アリゾナ州
Katiguriya:Alabama suyu	Category:アラバマ州
Katiguriya:Oregon suyu	Category:オレゴン州
Katiguriya:Ohio suyu	Category:オハイオ州
Katiguriya:Indiana suyu	Category:インディアナ州
Katiguriya:Illinois suyu	Category:イリノイ州
Katiguriya:Kansas suyu	Category:カンザス州
Katiguriya:California suyu	Category:カリフォルニア州
Katiguriya:Kentucky suyu	Category:ケンタッキー州
Katiguriya:Connecticut suyu	Category:コネチカット州
Katiguriya:Colorado suyu	Category:コロラド州
Katiguriya:Texas suyu	Category:テキサス州
Katiguriya:Pennsylvania suyu	Category:ペンシルベニア州
Katiguriya:Hawaii suyu	Category:ハワイ州
Plantilla:IUCNlink	Template:IUCNlink
Katiguriya:Pulitiku (Rwanda)	Category:ルワンダの政治家
Plantilla:QAT	Template:QAT
Plantilla:RUS	Template:RUS
Katiguriya:Tawantinsuyu iñiy	Category:インカ神話
Plantilla:TGO	Template:TGO
Plantilla:AUT	Template:AUT
Katiguriya:Qillqaq (Aphrika)	Category:アフリカの著作家
Katiguriya:Qillqaq (Chili)	Category:チリの著作家
Katiguriya:Qillqaq (Alimanya)	Category:ドイツの著作家
Katiguriya:30	Category:30年
Katiguriya:36	Category:36年
Katiguriya:53	Category:53年
Katiguriya:75	Category:75年
Katiguriya:Qillqaq (Ransiya)	Category:フランスの著作家
Katiguriya:Qillqaq (Grisya)	Category:ギリシャの著作家
Katiguriya:Qillqaq (Ilanda)	Category:アイルランドの著作家
Katiguriya:Qillqaq (Italya)	Category:イタリアの著作家
Katiguriya:108	Category:108年
Katiguriya:134	Category:134年
Katiguriya:162	Category:162年
Katiguriya:182	Category:182年
Katiguriya:193	Category:193年
Katiguriya:195	Category:195年
Plantilla:CHL	Template:CHL
Katiguriya:210	Category:210年
Katiguriya:291	Category:291年
Katiguriya:340	Category:340年
Katiguriya:353	Category:353年
Katiguriya:428	Category:428年
Katiguriya:430	Category:430年
Katiguriya:455	Category:455年
Katiguriya:477	Category:477年
Katiguriya:485	Category:485年
Katiguriya:498	Category:498年
Katiguriya:501	Category:501年
Katiguriya:506	Category:506年
Katiguriya:515	Category:515年
Katiguriya:534	Category:534年
Katiguriya:551	Category:551年
Katiguriya:566	Category:566年
Katiguriya:Llaqta (Inlatirra)	Category:イングランドの居住地 (カウンティ別)
Katiguriya:599	Category:599年
Katiguriya:601	Category:601年
Plantilla:GRD	Template:GRD
Katiguriya:605	Category:605年
Katiguriya:617	Category:617年
Katiguriya:644	Category:644年
Katiguriya:656	Category:656年
Katiguriya:660	Category:660年
Katiguriya:661	Category:661年
Katiguriya:Qillqaq (Kuba)	Category:キューバの著作家
Katiguriya:683	Category:683年
Katiguriya:691	Category:691年
Katiguriya:693	Category:693年
Katiguriya:Qillqaq (Rusiya)	Category:ロシアの著作家
Katiguriya:707	Category:707年
Katiguriya:Qillqaq (Ispaña)	Category:スペインの著作家
Katiguriya:Qillqaq (Chiksuyu)	Category:チェコの著作家
Katiguriya:727	Category:727年
Katiguriya:Qillqaq (Uruwayi)	Category:ウルグアイの著作家
Katiguriya:Qillqaq (Hukllachasqa Amirika Suyukuna)	Category:アメリカ合衆国の著作家
Katiguriya:762	Category:762年
Katiguriya:768	Category:768年
Katiguriya:791	Category:791年
Katiguriya:797	Category:797年
Katiguriya:801	Category:801年
Katiguriya:Piluta hayt'ay klubkuna (Mama llaqta)	Category:各国のサッカークラブ
Katiguriya:806	Category:806年
Katiguriya:862	Category:862年
Katiguriya:864	Category:864年
Katiguriya:909	Category:909年
Katiguriya:945	Category:945年
Katiguriya:958	Category:958年
Katiguriya:Wañusqaña rikch'aq	Category:Extinct
Katiguriya:1263	Category:1263年
Plantilla:SYR	Template:SYR
Katiguriya:1066	Category:1066年
Katiguriya:Pulitika rakiy (Chunwa Runallaqta Republika)	Category:中国の地方区分
Katiguriya:1090	Category:1090年
Katiguriya:1099	Category:1099年
Katiguriya:1111	Category:1111年
Katiguriya:1115	Category:1115年
Katiguriya:1126	Category:1126年
Plantilla:CHN	Template:CHN
Katiguriya:Wasichay kamayuqkuna	Category:建築家
Katiguriya:Wañusqa 1928	Category:1928年没
Katiguriya:Wañusqa 1937	Category:1937年没
Katiguriya:Wañusqa 1950	Category:1950年没
Katiguriya:1268	Category:1268年
Katiguriya:Angula	Category:アンゴラ
Katiguriya:Binin	Category:ベナン
Katiguriya:Butswana	Category:ボツワナ
Katiguriya:Burundi	Category:ブルンジ
Katiguriya:Yiwuti	Category:ジブチ
Katiguriya:Marphil Chala	Category:コートジボワール
Katiguriya:1310	Category:1310年
Katiguriya:Chawpipacha Khiniya	Category:赤道ギニア
Katiguriya:Iritriya	Category:エリトリア
Katiguriya:Gabun	Category:ガボン
Katiguriya:Gambya	Category:ガンビア
Katiguriya:Khiniya	Category:ギニア
Katiguriya:Khiniya-Wisaw	Category:ギニアビサウ
Katiguriya:Kamirun	Category:カメルーン
Katiguriya:1382	Category:1382年
Katiguriya:1391	Category:1391年
Katiguriya:Q'umir Kawu	Category:カーボベルデ
Katiguriya:1395	Category:1395年
Katiguriya:Kinya	Category:ケニア
Katiguriya:Kumurakuna	Category:コモロ
Katiguriya:Libya	Category:リビア
Katiguriya:Madagaskar	Category:マダガスカル
Katiguriya:Malawi	Category:マラウイ
Katiguriya:Mali	Category:マリ共和国
Katiguriya:Maruku	Category:モロッコ
Katiguriya:Mawrisyu	Category:モーリシャス
Katiguriya:1451	Category:1451年
Katiguriya:Musambik	Category:モザンビーク
Katiguriya:Namiwya	Category:ナミビア
Katiguriya:Niqir	Category:ニジェール
Katiguriya:Kungu Ripuwlika	Category:コンゴ共和国
Katiguriya:Rwanda	Category:ルワンダ
Katiguriya:1480	Category:1480年
Katiguriya:Emilia-Romagna	Category:エミリア＝ロマーニャ州
Katiguriya:1486	Category:1486年
Katiguriya:1587	Category:1587年
Katiguriya:1589	Category:1589年
Katiguriya:1599	Category:1599年
Katiguriya:1602	Category:1602年
Katiguriya:1609	Category:1609年
Katiguriya:1610	Category:1610年
Katiguriya:Wañusqa 1610	Category:1610年没
Katiguriya:1613	Category:1613年
Katiguriya:Allpamanta yachaykuna (Pulunya)	Category:ポーランドの地理
Katiguriya:Wañusqa 1635	Category:1635年没
Katiguriya:Musika (Pulunya)	Category:ポーランドの音楽
Katiguriya:1666	Category:1666年
Katiguriya:Wañusqa 1672	Category:1672年没
Katiguriya:1674	Category:1674年
Katiguriya:Pulitiku (Pulunya)	Category:ポーランドの政治家
Plantilla:ENG	Template:ENG
Katiguriya:Wañusqa 2011	Category:2011年没
Plantilla:HTI	Template:HTI
Plantilla:TCA	Template:TCA
Katiguriya:Delaware suyu	Category:デラウェア州
Katiguriya:Georgia suyu	Category:ジョージア州
Katiguriya:Montana suyu	Category:モンタナ州
Katiguriya:Takiq (Italya)	Category:イタリアの歌手
Katiguriya:298	Category:298年
Katiguriya:348	Category:348年
Plantilla:IRQ	Template:IRQ
Katiguriya:260	Category:260年
Katiguriya:80	Category:80年
Katiguriya:316	Category:316年
Katiguriya:878	Category:878年
Katiguriya:879	Category:879年
Katiguriya:957	Category:957年
Katiguriya:1029	Category:1029年
Katiguriya:Wañusqa 1541	Category:1541年没
Katiguriya:Wañusqa 1546	Category:1546年没
Katiguriya:1713	Category:1713年
Katiguriya:1724	Category:1724年
Katiguriya:1728	Category:1728年
Katiguriya:1731	Category:1731年
Katiguriya:1732	Category:1732年
Katiguriya:1733	Category:1733年
Katiguriya:1738	Category:1738年
Katiguriya:1740	Category:1740年
Katiguriya:1741	Category:1741年
Katiguriya:1743	Category:1743年
Katiguriya:1747	Category:1747年
Katiguriya:1748	Category:1748年
Katiguriya:1749	Category:1749年
Katiguriya:1750	Category:1750年
Katiguriya:Wañusqa 1750	Category:1750年没
Katiguriya:1752	Category:1752年
Katiguriya:1753	Category:1753年
Katiguriya:1754	Category:1754年
Katiguriya:1755	Category:1755年
Katiguriya:1756	Category:1756年
Katiguriya:1757	Category:1757年
Katiguriya:1758	Category:1758年
Katiguriya:1759	Category:1759年
Katiguriya:1760	Category:1760年
Katiguriya:1761	Category:1761年
Katiguriya:1762	Category:1762年
Katiguriya:1763	Category:1763年
Katiguriya:1768	Category:1768年
Katiguriya:1770	Category:1770年
Katiguriya:1772	Category:1772年
Katiguriya:1773	Category:1773年
Katiguriya:1774	Category:1774年
Katiguriya:1776	Category:1776年
Katiguriya:1777	Category:1777年
Katiguriya:Wañusqa 1779	Category:1779年没
Katiguriya:1781	Category:1781年
Katiguriya:1782	Category:1782年
Katiguriya:1783	Category:1783年
Katiguriya:1784	Category:1784年
Katiguriya:1786	Category:1786年
Katiguriya:1788	Category:1788年
Katiguriya:1790	Category:1790年
Katiguriya:1791	Category:1791年
Katiguriya:Wañusqa 1791	Category:1791年没
Katiguriya:1792	Category:1792年
Katiguriya:1794	Category:1794年
Katiguriya:1795	Category:1795年
Katiguriya:Wañusqa 1797	Category:1797年没
Katiguriya:1798	Category:1798年
Katiguriya:1799	Category:1799年
Katiguriya:1800	Category:1800年
Katiguriya:1801	Category:1801年
Katiguriya:1802	Category:1802年
Katiguriya:Paqarisqa 1802	Category:1802年生
Katiguriya:1803	Category:1803年
Katiguriya:1804	Category:1804年
Katiguriya:Wañusqa 1804	Category:1804年没
Katiguriya:1805	Category:1805年
Katiguriya:1806	Category:1806年
Katiguriya:Baden-Württemberg	Category:バーデン＝ヴュルテンベルク
Katiguriya:1807	Category:1807年
Katiguriya:1809	Category:1809年
Katiguriya:1810	Category:1810年
Katiguriya:Wañusqa 1810	Category:1810年没
Katiguriya:1811	Category:1811年
Katiguriya:Paqarisqa 1811	Category:1811年生
Katiguriya:Wañusqa 1811	Category:1811年没
Katiguriya:House	Category:ハウス・ミュージック
Katiguriya:1813	Category:1813年
Katiguriya:1814	Category:1814年
Katiguriya:Wañusqa 1814	Category:1814年没
Katiguriya:1815	Category:1815年
Katiguriya:Wañusqa 1815	Category:1815年没
Katiguriya:1816	Category:1816年
Katiguriya:Wañusqa 1816	Category:1816年没
Katiguriya:Wañusqa 1817	Category:1817年没
Katiguriya:1818	Category:1818年
Katiguriya:1819	Category:1819年
Katiguriya:Wañusqa 1819	Category:1819年没
Katiguriya:1820	Category:1820年
Katiguriya:Wañusqa 1820	Category:1820年没
Katiguriya:Wañusqa 1821	Category:1821年没
Katiguriya:1823	Category:1823年
Katiguriya:Wañusqa 1824	Category:1824年没
Katiguriya:Wañusqa 1825	Category:1825年没
Katiguriya:1827	Category:1827年
Katiguriya:Wañusqa 1828	Category:1828年没
Katiguriya:1830	Category:1830年
Katiguriya:Wañusqa 1831	Category:1831年没
Katiguriya:Wañusqa 1832	Category:1832年没
Katiguriya:Wañusqa 1833	Category:1833年没
Katiguriya:1834	Category:1834年
Katiguriya:1835	Category:1835年
Katiguriya:1836	Category:1836年
Katiguriya:Wañusqa 1836	Category:1836年没
Katiguriya:Qucha (Hukllachasqa Amirika Suyukuna)	Category:アメリカ合衆国の湖
Katiguriya:1838	Category:1838年
Katiguriya:Wañusqa 1838	Category:1838年没
Katiguriya:1839	Category:1839年
Katiguriya:1840	Category:1840年
Katiguriya:Wañusqa 1840	Category:1840年没
Katiguriya:Wañusqa 1841	Category:1841年没
Katiguriya:1842	Category:1842年
Katiguriya:Wañusqa 1842	Category:1842年没
Katiguriya:1843	Category:1843年
Katiguriya:Wañusqa 1843	Category:1843年没
Katiguriya:Wañusqa 1844	Category:1844年没
Katiguriya:Wañusqa 1845	Category:1845年没
Katiguriya:1846	Category:1846年
Katiguriya:1847	Category:1847年
Katiguriya:Wañusqa 1847	Category:1847年没
Katiguriya:1848	Category:1848年
Katiguriya:1849	Category:1849年
Katiguriya:Wañusqa 1849	Category:1849年没
Katiguriya:Wañusqa 1850	Category:1850年没
Katiguriya:1851	Category:1851年
Katiguriya:1852	Category:1852年
Katiguriya:1853	Category:1853年
Katiguriya:Wañusqa 1853	Category:1853年没
Katiguriya:1854	Category:1854年
Katiguriya:Wañusqa 1854	Category:1854年没
Katiguriya:Wañusqa 1855	Category:1855年没
Katiguriya:1856	Category:1856年
Katiguriya:Wañusqa 1856	Category:1856年没
Katiguriya:1857	Category:1857年
Katiguriya:Wañusqa 1857	Category:1857年没
Katiguriya:1858	Category:1858年
Katiguriya:Wañusqa 1858	Category:1858年没
Katiguriya:1859	Category:1859年
Katiguriya:Wañusqa 1859	Category:1859年没
Katiguriya:1860	Category:1860年
Katiguriya:1861	Category:1861年
Katiguriya:Wañusqa 1861	Category:1861年没
Katiguriya:1862	Category:1862年
Katiguriya:1863	Category:1863年
Katiguriya:1864	Category:1864年
Katiguriya:Wañusqa 1864	Category:1864年没
Katiguriya:1865	Category:1865年
Katiguriya:Wañusqa 1865	Category:1865年没
Katiguriya:1866	Category:1866年
Katiguriya:Wañusqa 1866	Category:1866年没
Katiguriya:Wañusqa 1867	Category:1867年没
Katiguriya:1868	Category:1868年
Katiguriya:1869	Category:1869年
Katiguriya:Wañusqa 1869	Category:1869年没
Katiguriya:1870	Category:1870年
Katiguriya:Wañusqa 1870	Category:1870年没
Katiguriya:1871	Category:1871年
Katiguriya:Wañusqa 1871	Category:1871年没
Katiguriya:1872	Category:1872年
Katiguriya:Wañusqa 1872	Category:1872年没
Katiguriya:Wañusqa 1873	Category:1873年没
Katiguriya:1874	Category:1874年
Katiguriya:1875	Category:1875年
Katiguriya:1876	Category:1876年
Katiguriya:Wañusqa 1876	Category:1876年没
Katiguriya:1877	Category:1877年
Katiguriya:Wañusqa 1877	Category:1877年没
Katiguriya:Wañusqa 1878	Category:1878年没
Katiguriya:1879	Category:1879年
Katiguriya:Wañusqa 1879	Category:1879年没
Katiguriya:1880	Category:1880年
Katiguriya:1881	Category:1881年
Katiguriya:1882	Category:1882年
Katiguriya:1883	Category:1883年
Katiguriya:1884	Category:1884年
Katiguriya:1885	Category:1885年
Katiguriya:Wañusqa 1885	Category:1885年没
Katiguriya:1886	Category:1886年
